#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_012034.1	775451	778180	+	31772045	-	ATHE_RS03450	WP_015907251.1	909	UPF0182 family protein
chr	NC_012034.1	778220	778612	-	31772046	-	ATHE_RS03455	WP_041727083.1	130	amino acid permease
chr	NC_012034.1	779132	780418	+	31772047	-	ATHE_RS03460	WP_015907252.1	428	class II aldolase/adducin family protein
chr	NC_012034.1	780444	781493	+	31772048	-	ATHE_RS03465	WP_015907253.1	349	class II aldolase
chr	NC_012034.1	781551	782852	-	31772049	-	ATHE_RS03470	WP_015907254.1	433	PHP domain-containing protein
chr	NC_012034.1	782881	783660	-	31772050	-	ATHE_RS03475	WP_015907255.1	259	sorbitol-6-phosphate dehydrogenase
chr	NC_012034.1	783869	785134	+	31772051	-	ATHE_RS03480	WP_015907256.1	421	L-sorbose 1-phosphate reductase
chr	NC_012034.1	785179	785865	+	31772052	-	ATHE_RS03485	WP_015907257.1	228	lipoyl(octanoyl) transferase LipB
chr	NC_012034.1	785886	786761	+	31772053	lipA	ATHE_RS03490	WP_015907258.1	291	lipoyl synthase
chr	NC_012034.1	786912	788273	+	31772054	-	ATHE_RS03495	WP_015907259.1	453	2-oxo acid dehydrogenase subunit E2
chr	NC_012034.1	788299	789663	+	31772055	lpdA	ATHE_RS03500	WP_015907260.1	454	dihydrolipoyl dehydrogenase
chr	NC_012034.1	789690	792161	+	31772056	-	ATHE_RS03505	WP_015907261.1	823	dehydrogenase
chr	NC_012034.1	792201	792968	+	31772057	-	ATHE_RS03510	WP_015907262.1	255	DeoR/GlpR transcriptional regulator
chr	NC_012034.1	792992	794272	+	31772058	-	ATHE_RS03515	WP_015907263.1	426	L-rhamnose isomerase
chr	NC_012034.1	794340	795821	-	31772059	-	ATHE_RS03520	WP_041727337.1	493	fucose isomerase
chr	NC_012034.1	796097	797413	+	31772060	-	ATHE_RS03525	WP_015907265.1	438	trigger factor
chr	NC_012034.1	797485	798072	+	31772061	clpP	ATHE_RS03530	WP_013430845.1	195	MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP
chr	NC_012034.1	798102	799403	+	31772062	-	ATHE_RS03535	WP_015907266.1	433	ATP-dependent Clp protease ATP-binding subunit ClpX
chr	NC_012034.1	799595	800599	+	31772063	-	ATHE_RS03540	WP_015907267.1	334	deoxyguanosinetriphosphate triphosphohydrolase
chr	NC_012034.1	800596	802449	+	31772064	-	ATHE_RS03545	WP_015907268.1	617	DNA primase
chr	NC_012034.1	802636	803706	+	31772065	-	ATHE_RS03550	WP_041727339.1	356	RNA polymerase sigma factor RpoD
chr	NC_012034.1	803779	804630	-	31772066	-	ATHE_RS03555	WP_015907270.1	283	hypothetical protein
chr	NC_012034.1	804848	806398	+	31772067	-	ATHE_RS03560	WP_015907271.1	516	zinc-ribbon domain-containing protein
chr	NC_012034.1	806404	807534	+	31772068	-	ATHE_RS03565	WP_015907272.1	376	hypothetical protein
chr	NC_012034.1	807576	808832	+	31772069	-	ATHE_RS03570	WP_015907273.1	418	DUF4163 domain-containing protein
chr	NC_012034.1	808914	810263	+	31772070	-	ATHE_RS03575	WP_015907274.1	449	WG repeat-containing protein
chr	NC_012034.1	810411	811124	+	31774136	-	ATHE_RS14080	WP_079504007.1	237	WG repeat-containing protein
chr	NC_012034.1	811131	811484	+	31774137	-	ATHE_RS14085	WP_079504008.1	117	WG repeat-containing protein
chr	NC_012034.1	811472	811780	+	31772071	-	ATHE_RS03585	WP_015907278.1	102	WG repeat-containing protein
chr	NC_012034.1	811780	812049	+	31772072	-	ATHE_RS03590	WP_015907279.1	89	WG repeat-containing protein
chr	NC_012034.1	812209	813507	+	31772073	-	ATHE_RS03595	WP_015907280.1	432	PKD domain-containing protein
chr	NC_012034.1	813643	814128	+	31772074	-	ATHE_RS03600	WP_015907281.1	161	hypothetical protein
chr	NC_012034.1	814221	815012	+	31772075	-	ATHE_RS03605	WP_015907282.1	263	hypothetical protein
chr	NC_012034.1	815164	817125	-	31772076	-	ATHE_RS03610	WP_015907283.1	653	L,D-transpeptidase
chr	NC_012034.1	817285	818382	-	31772077	-	ATHE_RS03615	WP_015907284.1	365	IS481-like element ISCbe2 family transposase
chr	NC_012034.1	818701	820140	+	31772078	-	ATHE_RS03620	WP_015906731.1	479	ISLre2-like element ISCbe4 family transposase
chr	NC_012034.1	820252	820821	+	31772079	-	ATHE_RS03625	WP_015907285.1	189	hypothetical protein
chr	NC_012034.1	821327	821803	+	31772080	-	ATHE_RS03630	WP_011916452.1	158	MULTISPECIES: hypothetical protein
chr	NC_012034.1	822080	823930	+	31772081	typA	ATHE_RS03635	WP_015907286.1	616	translational GTPase TypA
chr	NC_012034.1	824014	825021	+	31772082	-	ATHE_RS03640	WP_015907287.1	335	endolytic transglycosylase MltG
chr	NC_012034.1	825024	825662	+	31772083	-	ATHE_RS03645	WP_015907288.1	212	O-methyltransferase
chr	NC_012034.1	825692	826918	+	31772084	-	ATHE_RS03650	WP_015907289.1	408	U32 family peptidase
chr	NC_012034.1	827004	827663	+	31772085	sigK	ATHE_RS03655	WP_015907290.1	219	RNA polymerase sporulation sigma factor SigK
chr	NC_012034.1	827774	827935	-	31772086	-	ATHE_RS03660	WP_015907291.1	53	DNA-binding protein
chr	NC_012034.1	828055	828261	+	31772087	-	ATHE_RS03665	WP_015907292.1	68	hypothetical protein
chr	NC_012034.1	828280	828762	+	31772088	-	ATHE_RS03670	WP_015907293.1	160	hypothetical protein
chr	NC_012034.1	828759	829061	+	31772089	-	ATHE_RS03675	WP_015907294.1	100	hypothetical protein
chr	NC_012034.1	829129	829779	+	31772090	-	ATHE_RS03680	WP_015907295.1	216	hypothetical protein
chr	NC_012034.1	829967	830449	+	31772091	-	ATHE_RS03685	WP_015907296.1	160	hypothetical protein
chr	NC_012034.1	830480	831412	+	31772092	-	ATHE_RS03690	WP_012660747.1	310	flagellar biosynthesis protein FliA
chr	NC_012034.1	833171	833383	+	31772093	-	ATHE_RS03695	WP_015907297.1	70	XRE family transcriptional regulator
chr	NC_012034.1	833534	834397	+	31772094	-	ATHE_RS03700	WP_015907298.1	287	DNA primase
chr	NC_012034.1	834397	835752	+	31772095	-	ATHE_RS03705	WP_015907299.1	451	DUF3987 domain-containing protein
chr	NC_012034.1	835923	836900	+	31772096	-	ATHE_RS03710	WP_015907300.1	325	site-specific integrase
chr	NC_012034.1	837115	837579	+	31772098	-	ATHE_RS03720	WP_015907301.1	154	DUF402 domain-containing protein
chr	NC_012034.1	837589	838386	+	31772099	-	ATHE_RS03725	WP_015907302.1	265	dihydropteroate synthase
chr	NC_012034.1	838411	839712	+	31772100	-	ATHE_RS03730	WP_015907303.1	433	DUF512 domain-containing protein
chr	NC_012034.1	839709	841031	+	31772101	-	ATHE_RS03735	WP_015907304.1	440	ribosome biogenesis GTPase Der
chr	NC_012034.1	841028	841636	+	31772102	plsY	ATHE_RS03740	WP_015907305.1	202	glycerol-3-phosphate 1-O-acyltransferase
chr	NC_012034.1	841642	842373	+	31772103	-	ATHE_RS03745	WP_015907306.1	243	class I SAM-dependent methyltransferase
chr	NC_012034.1	842443	842643	+	31772104	-	ATHE_RS03750	WP_015907307.1	66	cold-shock protein
chr	NC_012034.1	842737	843591	+	31772105	-	ATHE_RS03755	WP_015907308.1	284	Hsp33 family molecular chaperone HslO
chr	NC_012034.1	844362	846497	+	31772111	hppA	ATHE_RS03785	WP_015907309.1	711	sodium-translocating pyrophosphatase
chr	NC_012034.1	846687	847013	+	31772112	-	ATHE_RS03790	WP_015907310.1	108	MULTISPECIES: hypothetical protein
chr	NC_012034.1	848035	848676	+	31772113	-	ATHE_RS03795	WP_015907311.1	213	ABC transporter ATP-binding protein
chr	NC_012034.1	848678	849913	+	31772114	-	ATHE_RS03800	WP_015907312.1	411	hypothetical protein
chr	NC_012034.1	850134	850418	+	31772115	-	ATHE_RS03805	WP_015907313.1	94	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C
chr	NC_012034.1	850449	851909	+	31772116	-	ATHE_RS03810	WP_015907314.1	486	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
chr	NC_012034.1	851968	853410	+	31772117	-	ATHE_RS03815	WP_015907315.1	480	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
chr	NC_012034.1	853446	853781	+	31772118	-	ATHE_RS03820	WP_015907316.1	111	nucleotidyltransferase domain-containing protein
chr	NC_012034.1	853753	854154	+	31772119	-	ATHE_RS03825	WP_015907317.1	133	nucleotidyltransferase
chr	NC_012034.1	854249	855523	+	31772120	-	ATHE_RS03830	WP_015907318.1	424	insulinase family protein
chr	NC_012034.1	855507	856787	+	31772121	-	ATHE_RS03835	WP_015907319.1	426	insulinase family protein
chr	NC_012034.1	856814	857617	+	31772122	-	ATHE_RS03840	WP_015907320.1	267	prolipoprotein diacylglyceryl transferase
chr	NC_012034.1	857715	857894	+	31772123	-	ATHE_RS03845	WP_015907321.1	59	Spo0E family sporulation regulatory protein-aspartic acid phosphatase
chr	NC_012034.1	858080	858511	+	31772124	-	ATHE_RS03850	WP_015907322.1	143	transcriptional regulator MraZ
chr	NC_012034.1	858539	859462	+	31772125	-	ATHE_RS03855	WP_015907323.1	307	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chr	NC_012034.1	859486	859986	+	31772126	-	ATHE_RS03860	WP_015907324.1	166	septation ring formation regulator EzrA
chr	NC_012034.1	860024	862183	+	31772127	-	ATHE_RS03865	WP_015907325.1	719	stage V sporulation protein D
chr	NC_012034.1	862173	863660	+	31772128	-	ATHE_RS03870	WP_079504010.1	495	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_012034.1	863657	865003	+	31772129	-	ATHE_RS03875	WP_015907327.1	448	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chr	NC_012034.1	865007	865969	+	31772130	-	ATHE_RS03880	WP_015907328.1	320	phospho-N-acetylmuramoyl-pentapeptide-transferase
chr	NC_012034.1	865988	867361	+	31772131	-	ATHE_RS03885	WP_015907329.1	457	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
chr	NC_012034.1	867384	868469	+	31772132	ftsW	ATHE_RS03890	WP_015907330.1	361	putative lipid II flippase FtsW
chr	NC_012034.1	868466	869572	+	31772133	murG	ATHE_RS03895	WP_015907331.1	368	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chr	NC_012034.1	869653	870921	+	31772134	murA	ATHE_RS03900	WP_015907332.1	422	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_012034.1	870914	871666	+	31772135	-	ATHE_RS03905	WP_013430799.1	250	MULTISPECIES: peptidase S60
chr	NC_012034.1	871673	872416	+	31772136	-	ATHE_RS03910	WP_015907333.1	247	DUF881 domain-containing protein
chr	NC_012034.1	872424	872786	+	31772137	-	ATHE_RS03915	WP_013430797.1	120	MULTISPECIES: DUF1290 domain-containing protein
chr	NC_012034.1	872783	873865	+	31772138	-	ATHE_RS03920	WP_015907334.1	360	cell division protein FtsZ
chr	NC_012034.1	874166	874999	+	31772139	-	ATHE_RS03925	WP_013430795.1	277	MULTISPECIES: peptidase U4
chr	NC_012034.1	875070	875678	+	31772140	-	ATHE_RS03930	WP_015907335.1	202	IS607-like element ISCbe1 family transposase
chr	NC_012034.1	875644	877182	+	31772141	-	ATHE_RS03935	WP_015907336.1	512	transposase
chr	NC_012034.1	877256	877990	+	31772142	-	ATHE_RS03940	WP_015907337.1	244	RNA polymerase sporulation sigma factor SigE
chr	NC_012034.1	878076	878843	+	31772143	-	ATHE_RS03945	WP_015907338.1	255	RNA polymerase sporulation sigma factor SigG
chr	NC_012034.1	878963	880624	+	31772144	-	ATHE_RS03950	WP_015907339.1	553	AMP-binding protein
chr	NC_012034.1	880710	882011	+	31772145	lysA	ATHE_RS03955	WP_015907340.1	433	diaminopimelate decarboxylase
chr	NC_012034.1	882036	882671	+	31772146	-	ATHE_RS03960	WP_015907341.1	211	site-2 protease family protein
chr	NC_012034.1	882721	883698	+	31772147	trpS	ATHE_RS03965	WP_015907342.1	325	tryptophan--tRNA ligase
chr	NC_012034.1	883695	884405	+	31772148	-	ATHE_RS03970	WP_015907343.1	236	chromosome segregation and condensation protein ScpA
chr	NC_012034.1	884416	884955	+	31772149	scpB	ATHE_RS03975	WP_015907344.1	179	SMC-Scp complex subunit ScpB
chr	NC_012034.1	885031	885588	+	31772150	-	ATHE_RS03980	WP_015907345.1	185	hypothetical protein
chr	NC_012034.1	885572	885955	+	31772151	ytfJ	ATHE_RS03985	WP_015907346.1	127	sporulation protein YtfJ
chr	NC_012034.1	886039	886614	+	31772152	-	ATHE_RS03990	WP_015907347.1	191	peptidase M23
chr	NC_012034.1	886728	888383	+	31772153	-	ATHE_RS03995	WP_041727092.1	551	HD domain-containing protein
chr	NC_012034.1	888376	889500	+	31772154	-	ATHE_RS04000	WP_015907349.1	374	transcriptional regulator
chr	NC_012034.1	889520	890905	+	31772155	-	ATHE_RS04005	WP_015907350.1	461	tetratricopeptide repeat protein
chr	NC_012034.1	890949	892892	+	31772156	-	ATHE_RS04010	WP_015907351.1	647	threonine--tRNA ligase
chr	NC_012034.1	893019	894236	+	31772157	-	ATHE_RS04015	WP_015907352.1	405	sn-glycerol-1-phosphate dehydrogenase
chr	NC_012034.1	894280	895350	+	31772158	-	ATHE_RS04020	WP_015907353.1	356	chemotaxis-specific protein-glutamate methyltransferase CheB
chr	NC_012034.1	895636	899322	+	31772159	rpoB	ATHE_RS04025	WP_015907354.1	1228	DNA-directed RNA polymerase subunit beta
chr	NC_012034.1	899351	902842	+	31772160	rpoC	ATHE_RS04030	WP_015907355.1	1163	DNA-directed RNA polymerase subunit beta\'
chr	NC_012034.1	903022	903276	+	31772161	-	ATHE_RS04035	WP_013430775.1	84	MULTISPECIES: 50S ribosomal protein L7ae-like protein
chr	NC_012034.1	903300	903737	+	31772162	-	ATHE_RS04040	WP_013290052.1	145	MULTISPECIES: 30S ribosomal protein S12
chr	NC_012034.1	903805	904278	+	31772163	-	ATHE_RS04045	WP_013290053.1	157	MULTISPECIES: 30S ribosomal protein S7
chr	NC_012034.1	904308	906383	+	31772164	fusA	ATHE_RS04050	WP_015907356.1	691	elongation factor G
chr	NC_012034.1	906467	907669	+	31772165	tuf	ATHE_RS04055	WP_013403741.1	400	MULTISPECIES: elongation factor Tu
chr	NC_012034.1	907827	909356	+	31772166	hflX	ATHE_RS04060	WP_015907357.1	509	GTPase HflX
chr	NC_012034.1	909453	909875	+	31772167	-	ATHE_RS04065	WP_013403739.1	140	MULTISPECIES: NUDIX hydrolase
chr	NC_012034.1	910005	910625	+	31772168	-	ATHE_RS04070	WP_015907358.1	206	YigZ family protein
chr	NC_012034.1	910647	911258	+	31772169	-	ATHE_RS04075	WP_015907359.1	203	hypothetical protein
chr	NC_012034.1	911229	912716	-	31772170	-	ATHE_RS04080	WP_015907360.1	495	polysaccharide biosynthesis protein
chr	NC_012034.1	912853	913584	+	31772171	-	ATHE_RS04085	WP_015907361.1	243	YebC/PmpR family DNA-binding transcriptional regulator
chr	NC_012034.1	913661	914233	+	31772172	-	ATHE_RS04090	WP_013433105.1	190	MULTISPECIES: hypothetical protein
chr	NC_012034.1	914319	914681	+	31772173	-	ATHE_RS04095	WP_015907362.1	120	hypothetical protein
chr	NC_012034.1	914722	915471	-	31772174	-	ATHE_RS04100	WP_015907363.1	249	DUF2437 domain-containing protein
chr	NC_012034.1	915734	916144	+	31772175	-	ATHE_RS04105	WP_013403731.1	136	MULTISPECIES: iron-sulfur-binding protein
chr	NC_012034.1	916146	917906	+	31772176	-	ATHE_RS04110	WP_015907364.1	586	aldehyde ferredoxin oxidoreductase
chr	NC_012034.1	917881	918111	+	31772177	-	ATHE_RS04115	WP_015907365.1	76	thiamine biosynthesis protein ThiS
chr	NC_012034.1	918119	918799	+	31772178	-	ATHE_RS04120	WP_015907366.1	226	thiamine biosynthesis protein ThiF
chr	NC_012034.1	919029	919847	+	31772179	-	ATHE_RS04125	WP_015907367.1	272	tungsten ABC transporter permease
chr	NC_012034.1	919867	920499	+	31772180	-	ATHE_RS04130	WP_015907368.1	210	ABC transporter permease subunit
chr	NC_012034.1	920492	921079	+	31772181	-	ATHE_RS04135	WP_015907369.1	195	ATP-binding cassette domain-containing protein
chr	NC_012034.1	921076	922290	+	31772182	-	ATHE_RS04140	WP_015907370.1	404	molybdopterin molybdenumtransferase MoeA
chr	NC_012034.1	922287	923450	+	31772183	-	ATHE_RS04145	WP_015907371.1	387	molybdopterin molybdenumtransferase MoeA
chr	NC_012034.1	923465	924391	+	31772184	moaA	ATHE_RS04150	WP_041727351.1	308	GTP 3\',8-cyclase MoaA
chr	NC_012034.1	924399	925325	+	31772185	moaC	ATHE_RS04155	WP_015907373.1	308	cyclic pyranopterin monophosphate synthase MoaC/MOSC-domain-containing protein
chr	NC_012034.1	925341	925835	-	31772186	-	ATHE_RS04160	WP_015907374.1	164	MogA/MoaB family molybdenum cofactor biosynthesis protein
chr	NC_012034.1	925956	926342	+	31772187	-	ATHE_RS04165	WP_015907375.1	128	N-acetyltransferase
chr	NC_012034.1	926367	927149	+	31772188	-	ATHE_RS04170	WP_015907376.1	260	protein-glutamate O-methyltransferase CheR
chr	NC_012034.1	927146	927658	+	31772189	-	ATHE_RS04175	WP_015907377.1	170	hypothetical protein
chr	NC_012034.1	927651	928631	+	31772190	-	ATHE_RS04180	WP_015907378.1	326	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
chr	NC_012034.1	928738	929721	+	31772191	-	ATHE_RS04185	WP_015907379.1	327	hypothetical protein
chr	NC_012034.1	929743	930519	+	31772192	-	ATHE_RS04190	WP_015907380.1	258	ribonuclease PH
chr	NC_012034.1	930488	931099	+	31772193	-	ATHE_RS04195	WP_015907381.1	203	XTP/dITP diphosphatase
chr	NC_012034.1	931080	931556	+	31772194	-	ATHE_RS04200	WP_015907382.1	158	metallophosphoesterase
chr	NC_012034.1	931563	932114	+	31772195	-	ATHE_RS04205	WP_015907383.1	183	N-acetyltransferase
chr	NC_012034.1	932171	933592	+	31772196	-	ATHE_RS04210	WP_015907384.1	473	rhamnulokinase
chr	NC_012034.1	933601	934365	+	31772197	-	ATHE_RS04215	WP_015907385.1	254	MULTISPECIES: DeoR/GlpR transcriptional regulator
chr	NC_012034.1	934389	935690	-	31772198	aroA	ATHE_RS04220	WP_015907386.1	433	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_012034.1	935687	936529	-	31772199	-	ATHE_RS04225	WP_015907387.1	280	prephenate dehydrogenase/arogenate dehydrogenase family protein
chr	NC_012034.1	936535	937548	-	31772200	aroF	ATHE_RS04230	WP_015907388.1	337	3-deoxy-7-phosphoheptulonate synthase
chr	NC_012034.1	937626	938702	-	31772201	-	ATHE_RS04235	WP_015907389.1	358	histidinol-phosphate transaminase
chr	NC_012034.1	939000	940670	+	31772202	-	ATHE_RS04240	WP_015907390.1	556	extracellular solute-binding protein
chr	NC_012034.1	940781	941866	+	31772203	-	ATHE_RS04245	WP_015907391.1	361	uroporphyrinogen III decarboxylase
chr	NC_012034.1	942006	943682	+	31772204	-	ATHE_RS04250	WP_015907392.1	558	extracellular solute-binding protein
chr	NC_012034.1	943805	944743	+	31772205	-	ATHE_RS04255	WP_015907393.1	312	sugar ABC transporter permease
chr	NC_012034.1	944777	945676	+	31772206	-	ATHE_RS04260	WP_013430735.1	299	MULTISPECIES: carbohydrate ABC transporter permease
chr	NC_012034.1	945794	947626	+	31772207	-	ATHE_RS04265	WP_015907394.1	610	sensor histidine kinase
chr	NC_012034.1	947649	949178	+	31772208	-	ATHE_RS04270	WP_015907395.1	509	DNA-binding response regulator
chr	NC_012034.1	949238	951319	+	31772209	-	ATHE_RS04275	WP_015907396.1	693	alpha-glucuronidase
chr	NC_012034.1	951355	952974	+	31772210	-	ATHE_RS04280	WP_015907397.1	539	mannitol dehydrogenase family protein
chr	NC_012034.1	953005	954096	+	31772211	uxuA	ATHE_RS04285	WP_015907398.1	363	mannonate dehydratase
chr	NC_012034.1	954236	956668	+	31772212	-	ATHE_RS04290	WP_041727352.1	810	glycoside hydrolase family 2 protein
chr	NC_012034.1	956912	957571	+	31772213	-	ATHE_RS04295	WP_041727097.1	219	cobalamin biosynthesis protein CbiM
chr	NC_012034.1	957587	957907	+	31772214	-	ATHE_RS04300	WP_041727099.1	106	hypothetical protein
chr	NC_012034.1	957914	958705	+	31772215	-	ATHE_RS04305	WP_015907400.1	263	cobalt transporter
chr	NC_012034.1	958702	959451	+	31772216	-	ATHE_RS04310	WP_015907401.1	249	ABC transporter ATP-binding protein
chr	NC_012034.1	959503	959622	+	31772217	-	ATHE_RS04315	WP_015907402.1	39	hypothetical protein
chr	NC_012034.1	960632	962170	+	31772219	-	ATHE_RS04325	WP_015907403.1	512	transposase
chr	NC_012034.1	964112	965413	+	31772221	-	ATHE_RS04335	WP_015907404.1	433	transcriptional regulator
chr	NC_012034.1	966828	967118	+	31772222	-	ATHE_RS04350	WP_015907405.1	96	nucleotidyltransferase
chr	NC_012034.1	967111	967458	+	31772223	-	ATHE_RS04355	WP_015907406.1	115	DUF86 domain-containing protein
chr	NC_012034.1	970020	970694	+	31772225	-	ATHE_RS04365	WP_015907407.1	224	M48 family peptidase
chr	NC_012034.1	970734	971117	+	31772226	-	ATHE_RS04370	WP_015907408.1	127	hypothetical protein
chr	NC_012034.1	971516	972778	+	31772228	-	ATHE_RS04380	WP_015907409.1	420	serine--tRNA ligase
chr	NC_012034.1	972816	973526	-	31772229	-	ATHE_RS04385	WP_015907410.1	236	TVP38/TMEM64 family protein
chr	NC_012034.1	973763	974338	+	31772230	-	ATHE_RS04390	WP_015907411.1	191	pyruvate synthase
chr	NC_012034.1	974338	974637	+	31772231	-	ATHE_RS04395	WP_013290123.1	99	MULTISPECIES: 4Fe-4S dicluster domain-containing protein
chr	NC_012034.1	974670	975851	+	31772232	porA	ATHE_RS04400	WP_015907412.1	393	2-ketoisovalerate ferredoxin oxidoreductase subunit alpha
chr	NC_012034.1	975869	976807	+	31772233	-	ATHE_RS04405	WP_015907413.1	312	thiamine pyrophosphate domain-containing TPP-binding protein
chr	NC_012034.1	976962	977795	+	31772234	-	ATHE_RS04410	WP_015907414.1	277	prephenate dehydratase
chr	NC_012034.1	977816	978727	+	31772235	-	ATHE_RS04415	WP_041727355.1	303	DUF2232 domain-containing protein
chr	NC_012034.1	978724	980727	+	31772236	-	ATHE_RS04420	WP_015907416.1	667	phosphoesterase
chr	NC_012034.1	980757	981203	+	31772237	-	ATHE_RS04425	WP_015907417.1	148	50S ribosomal protein L9
chr	NC_012034.1	981229	982572	+	31772238	-	ATHE_RS04430	WP_015907418.1	447	replicative DNA helicase
chr	NC_012034.1	982605	983855	+	31772239	-	ATHE_RS04435	WP_079504052.1	416	adenosylhomocysteinase
chr	NC_012034.1	983861	985147	+	31772240	-	ATHE_RS04440	WP_015907420.1	428	amidohydrolase
chr	NC_012034.1	985183	986739	+	31772241	mviN	ATHE_RS04445	WP_015907421.1	518	murein biosynthesis integral membrane protein MurJ
chr	NC_012034.1	986770	987960	+	31772242	-	ATHE_RS04450	WP_015907422.1	396	tyrosine--tRNA ligase
chr	NC_012034.1	988367	988717	+	31772244	-	ATHE_RS04460	WP_015907423.1	116	hypothetical protein
chr	NC_012034.1	989279	990031	+	31772245	-	ATHE_RS04465	WP_015907425.1	250	hypothetical protein
chr	NC_012034.1	990500	993580	+	31772246	-	ATHE_RS04470	WP_015907426.1	1026	MMPL family transporter
chr	NC_012034.1	993999	995228	-	31772247	-	ATHE_RS04475	WP_015907427.1	409	IS256 family transposase
chr	NC_012034.1	995345	996784	-	31772248	-	ATHE_RS04480	WP_015906731.1	479	ISLre2-like element ISCbe4 family transposase
chr	NC_012034.1	997270	997659	+	31772249	-	ATHE_RS04485	WP_015907428.1	129	hypothetical protein
chr	NC_012034.1	997656	997847	+	31772250	-	ATHE_RS04490	WP_041727102.1	63	MULTISPECIES: hypothetical protein
chr	NC_012034.1	997892	999499	+	31772251	-	ATHE_RS04495	WP_015907429.1	535	ABC transporter ATP-binding protein
chr	NC_012034.1	999517	1001121	+	31772252	-	ATHE_RS04500	WP_014042880.1	534	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_012034.1	1001151	1002767	+	31772253	-	ATHE_RS04505	WP_015907430.1	538	hypothetical protein
chr	NC_012034.1	1006535	1006960	+	31772255	-	ATHE_RS04520	WP_015907431.1	141	hypothetical protein
chr	NC_012034.1	1007050	1007940	+	31772256	-	ATHE_RS04525	WP_015907432.1	296	ABC transporter ATP-binding protein
chr	NC_012034.1	1009268	1009873	+	31774170	-	ATHE_RS14265	WP_015907434.1	201	hypothetical protein
chr	NC_012034.1	1009905	1010336	+	31772258	-	ATHE_RS04535	WP_015907435.1	143	hypothetical protein
chr	NC_012034.1	1012273	1012572	+	31772260	-	ATHE_RS04545	WP_041727104.1	99	hypothetical protein
chr	NC_012034.1	1012610	1013047	+	31772261	-	ATHE_RS04550	WP_041727106.1	145	hypothetical protein
chr	NC_012034.1	1013147	1013503	+	31772262	-	ATHE_RS04555	WP_041727108.1	118	hypothetical protein
chr	NC_012034.1	1013881	1014651	+	31772263	-	ATHE_RS04560	WP_015907437.1	256	hypothetical protein
chr	NC_012034.1	1014673	1015434	+	31772264	-	ATHE_RS04565	WP_015907438.1	253	hypothetical protein
chr	NC_012034.1	1016112	1017284	+	31772265	-	ATHE_RS04570	WP_015907439.1	390	MFS transporter
chr	NC_012034.1	1017313	1017576	+	31772266	-	ATHE_RS04575	WP_015907440.1	87	PqqD family protein
chr	NC_012034.1	1017577	1018683	+	31772267	-	ATHE_RS04580	WP_015907441.1	368	radical SAM protein
chr	NC_012034.1	1018687	1019778	+	31772268	-	ATHE_RS04585	WP_041727109.1	363	radical SAM protein
chr	NC_012034.1	1020882	1021178	-	31772270	-	ATHE_RS04595	WP_015907444.1	98	hypothetical protein
chr	NC_012034.1	1021895	1022656	+	31772272	-	ATHE_RS04605	WP_015907446.1	253	hypothetical protein
chr	NC_012034.1	1024032	1024499	+	31772274	-	ATHE_RS04615	WP_041727110.1	155	hypothetical protein
chr	NC_012034.1	1025101	1026303	+	31772276	-	ATHE_RS04625	WP_015907451.1	400	hypothetical protein
chr	NC_012034.1	1027138	1027545	+	31772278	-	ATHE_RS04635	WP_015907453.1	135	hypothetical protein
chr	NC_012034.1	1027551	1027931	+	31772279	-	ATHE_RS04640	WP_079504011.1	126	hypothetical protein
chr	NC_012034.1	1027913	1028992	+	31772280	-	ATHE_RS04645	WP_015907455.1	359	hypothetical protein
chr	NC_012034.1	1029121	1029726	-	31772281	-	ATHE_RS04650	WP_015907456.1	201	FMN-dependent NADH-azoreductase
chr	NC_012034.1	1029828	1030922	-	31772282	-	ATHE_RS04655	WP_015907457.1	364	iron-containing alcohol dehydrogenase
chr	NC_012034.1	1031404	1032843	+	31772283	-	ATHE_RS04660	WP_015907458.1	479	FAD/NAD(P)-binding oxidoreductase
chr	NC_012034.1	1032845	1034107	+	31772284	-	ATHE_RS04665	WP_015907459.1	420	FAD-dependent oxidoreductase
chr	NC_012034.1	1034136	1034513	+	31772285	-	ATHE_RS04670	WP_015907460.1	125	DUF1667 domain-containing protein
chr	NC_012034.1	1034502	1035065	-	31772286	-	ATHE_RS04675	WP_013430681.1	187	MULTISPECIES: glycerol-3-phosphate responsive antiterminator
chr	NC_012034.1	1035147	1037474	+	31772287	lon	ATHE_RS04680	WP_015907461.1	775	endopeptidase La
