Tag	1094508.3	203119.11	31899.1	394503.7
TAG8056	fig|1094508.3.peg.813	"fig|203119.11.peg.1976,fig|203119.11.peg.996"	"fig|31899.10.peg.1868|SAMN05216182_1656,fig|31899.10.peg.2036|SAMN05216182_1828"	"fig|394503.7.peg.3000,fig|394503.7.peg.638"
TAG8074	-	fig|203119.11.peg.163	fig|31899.10.peg.1696|SAMN05216182_1487	-
TAG8085	fig|1094508.3.peg.1719	fig|203119.11.peg.1423	fig|31899.10.peg.2470|SAMN05216182_2253	fig|394503.7.peg.2007
TAG8137	-	fig|203119.11.peg.1919	-	-
TAG8138	-	fig|203119.11.peg.1923	-	-
TAG8151	fig|1094508.3.peg.1786	fig|203119.11.peg.812	fig|31899.10.peg.1445|SAMN05216182_1244	fig|394503.7.peg.733
TAG8181	fig|1094508.3.peg.2712	"fig|203119.11.peg.2379,fig|203119.11.peg.2380"	fig|31899.10.peg.2173|SAMN05216182_1953	"fig|394503.7.peg.105,fig|394503.7.peg.107,fig|394503.7.peg.108"
TAG8192	fig|1094508.3.peg.1824	fig|203119.11.peg.512	fig|31899.10.peg.2708|SAMN05216182_2466	fig|394503.7.peg.2087
TAG8204	fig|1094508.3.peg.25	fig|203119.11.peg.946	fig|31899.10.peg.2501|SAMN05216182_2283	fig|394503.7.peg.1836
TAG8249	fig|1094508.3.peg.1222	-	-	-
TAG8259	fig|1094508.3.peg.2612	fig|203119.11.peg.2199	fig|31899.10.peg.2427|SAMN05216182_2211	fig|394503.7.peg.1056
TAG8265	fig|1094508.3.peg.1523	fig|203119.11.peg.178	fig|31899.10.peg.2610|SAMN05216182_2375	fig|394503.7.peg.1367
TAG8290	fig|1094508.3.peg.1419	-	-	-
TAG8293	"fig|1094508.3.peg.1,fig|1094508.3.peg.2809"	-	fig|31899.10.peg.3035|SAMN05216182_2771	-
TAG8354	-	fig|203119.11.peg.751	fig|31899.10.peg.1815|SAMN05216182_1605	fig|394503.7.peg.1780
TAG8355	fig|1094508.3.peg.1612	-	-	-
TAG8358	fig|1094508.3.peg.383	fig|203119.11.peg.1457	fig|31899.10.peg.2477|SAMN05216182_2260	fig|394503.7.peg.1493
TAG8393	-	-	-	fig|394503.7.peg.646
TAG8395	fig|1094508.3.peg.2138	fig|203119.11.peg.167	fig|31899.10.peg.2686|SAMN05216182_2444	fig|394503.7.peg.1357
TAG8421	-	-	fig|31899.10.peg.509|SAMN05216182_0379	-
TAG8456	-	fig|203119.11.peg.166	fig|31899.10.peg.1763|SAMN05216182_1553	-
TAG8461	fig|1094508.3.peg.2098	fig|203119.11.peg.1095	-	fig|394503.7.peg.2010
TAG8557	fig|1094508.3.peg.1671	fig|203119.11.peg.2690	fig|31899.10.peg.1684|SAMN05216182_1476	fig|394503.7.peg.1318
TAG8569	-	fig|203119.11.peg.902	-	-
TAG8577	fig|1094508.3.peg.561	fig|203119.11.peg.2526	fig|31899.10.peg.377|SAMN05216182_0251	fig|394503.7.peg.4
TAG8580	fig|1094508.3.peg.543	fig|203119.11.peg.686	-	fig|394503.7.peg.1931
TAG8581	fig|1094508.3.peg.542	fig|203119.11.peg.2531	fig|31899.10.peg.355|SAMN05216182_0229	fig|394503.7.peg.9
TAG8589	fig|1094508.3.peg.2169	-	-	-
TAG8594	fig|1094508.3.peg.536	fig|203119.11.peg.2673	fig|31899.10.peg.1004|SAMN05216182_0835	fig|394503.7.peg.3433
TAG8619	-	-	fig|31899.10.peg.724|SAMN05216182_0567	-
TAG8638	-	fig|203119.11.peg.1503	-	fig|394503.7.peg.1454
TAG8669	fig|1094508.3.peg.2261	-	-	-
TAG8672	fig|1094508.3.peg.2250	-	-	-
TAG8681	fig|1094508.3.peg.1922	fig|203119.11.peg.1470	fig|31899.10.peg.2219|SAMN05216182_2006	fig|394503.7.peg.2363
TAG8736	-	-	fig|31899.10.peg.1730|SAMN05216182_1520	-
TAG8742	-	-	"fig|31899.10.peg.1964|SAMN05216182_1750,fig|31899.10.peg.810|SAMN05216182_0650"	fig|394503.7.peg.3531
TAG8756	-	fig|203119.11.peg.2492	-	-
TAG8769	-	-	fig|31899.10.peg.435|SAMN05216182_0308	-
TAG8780	-	-	fig|31899.10.peg.441|SAMN05216182_0314	-
TAG8808	-	-	-	fig|394503.7.peg.652
TAG8811	fig|1094508.3.peg.1958	-	fig|31899.10.peg.1474|SAMN05216182_1272	-
TAG8843	-	fig|203119.11.peg.3319	fig|31899.10.peg.593|SAMN05216182_0451	-
TAG8863	fig|1094508.3.peg.2486	fig|203119.11.peg.2615	"fig|31899.10.peg.3020|SAMN05216182_2757,fig|31899.10.peg.3081|SAMN05216182_2809"	fig|394503.7.peg.1609
TAG8873	fig|1094508.3.peg.1800	-	fig|31899.10.peg.2734|SAMN05216182_2491	-
TAG8876	fig|1094508.3.peg.286	-	-	fig|394503.7.peg.2276
TAG8881	-	fig|203119.11.peg.1929	-	-
TAG8916	fig|1094508.3.peg.2381	-	-	-
TAG8925	fig|1094508.3.peg.782	fig|203119.11.peg.2048	fig|31899.10.peg.430|SAMN05216182_0303	fig|394503.7.peg.1126
TAG8948	-	-	-	fig|394503.7.peg.1103
TAG8981	-	fig|203119.11.peg.642	fig|31899.10.peg.1996|SAMN05216182_1782	fig|394503.7.peg.693
TAG8984	fig|1094508.3.peg.2587	-	-	fig|394503.7.peg.1391
TAG9000	fig|1094508.3.peg.2040	fig|203119.11.peg.918	"fig|31899.10.peg.2204|SAMN05216182_1986,fig|31899.10.peg.2780|SAMN05216182_2536"	fig|394503.7.peg.3294
TAG9021	fig|1094508.3.peg.1046	fig|203119.11.peg.3129	fig|31899.10.peg.2232|SAMN05216182_2021	fig|394503.7.peg.809
TAG9041	fig|1094508.3.peg.1041	fig|203119.11.peg.3124	-	fig|394503.7.peg.804
TAG9048	fig|1094508.3.peg.1742	fig|203119.11.peg.589	fig|31899.10.peg.1519|SAMN05216182_1317	fig|394503.7.peg.1571
TAG9089	-	-	fig|31899.10.peg.2859|SAMN05216182_2609	-
TAG9098	fig|1094508.3.peg.1198	fig|203119.11.peg.798	fig|31899.10.peg.1609|SAMN05216182_1406	fig|394503.7.peg.745
TAG9132	-	-	fig|31899.10.peg.591|SAMN05216182_0449	-
TAG9137	-	-	fig|31899.10.peg.1720|SAMN05216182_1510	fig|394503.7.peg.1658
TAG9144	fig|1094508.3.peg.749	fig|203119.11.peg.2803	fig|31899.10.peg.1079|SAMN05216182_0903	fig|394503.7.peg.3170
TAG9145	"fig|1094508.3.peg.2832,fig|1094508.3.peg.827"	fig|203119.11.peg.2829	"fig|31899.10.peg.1090|SAMN05216182_0913,fig|31899.10.peg.3110|SAMN05216182_2836"	"fig|394503.7.peg.2499,fig|394503.7.peg.3164"
TAG9147	fig|1094508.3.peg.1935	fig|203119.11.peg.707	fig|31899.10.peg.1830|SAMN05216182_1620	fig|394503.7.peg.1805
TAG9153	"fig|1094508.3.peg.140,fig|1094508.3.peg.2300"	-	fig|31899.10.peg.488|SAMN05216182_0358	-
TAG9154	"fig|1094508.3.peg.2299,fig|1094508.3.peg.2649"	-	-	-
TAG9171	fig|1094508.3.peg.62	-	-	-
TAG9174	-	-	-	fig|394503.7.peg.1104
TAG9187	-	fig|203119.11.peg.637	-	-
TAG9200	fig|1094508.3.peg.66	-	-	fig|394503.7.peg.1324
TAG9216	fig|1094508.3.peg.1339	-	-	-
TAG9226	fig|1094508.3.peg.2636	-	-	-
TAG9258	-	-	fig|31899.10.peg.854|SAMN05216182_0695	-
TAG9270	-	-	fig|31899.10.peg.2352|SAMN05216182_2139	-
TAG9275	fig|1094508.3.peg.521	-	fig|31899.10.peg.2287|SAMN05216182_2075	-
TAG9283	fig|1094508.3.peg.2215	fig|203119.11.peg.764	fig|31899.10.peg.2264|SAMN05216182_2052	fig|394503.7.peg.1981
TAG9289	fig|1094508.3.peg.1044	fig|203119.11.peg.3127	fig|31899.10.peg.2234|SAMN05216182_2023	fig|394503.7.peg.807
TAG9293	-	fig|203119.11.peg.1592	fig|31899.10.peg.835|SAMN05216182_0677	-
TAG9296	-	-	fig|31899.10.peg.2022|SAMN05216182_1811	-
TAG9300	-	-	fig|31899.10.peg.2116|SAMN05216182_1897	fig|394503.7.peg.194
TAG9309	-	-	fig|31899.10.peg.1487|SAMN05216182_1285	-
TAG9311	fig|1094508.3.peg.1740	fig|203119.11.peg.1389	fig|31899.10.peg.1517|SAMN05216182_1315	fig|394503.7.peg.1841
TAG9312	fig|1094508.3.peg.519	fig|203119.11.peg.319	fig|31899.10.peg.1539|SAMN05216182_1337	fig|394503.7.peg.1564
TAG9313	-	-	fig|31899.10.peg.790|SAMN05216182_0630	-
TAG9360	-	-	"fig|31899.10.peg.1040,fig|31899.10.peg.1120,fig|31899.10.peg.243"	-
TAG9380	-	-	fig|31899.10.peg.1879	-
TAG9385	-	-	fig|31899.10.peg.1842|SAMN05216182_1631	-
TAG9399	fig|1094508.3.peg.1938	-	fig|31899.10.peg.1801|SAMN05216182_1591	-
TAG9400	fig|1094508.3.peg.2151	fig|203119.11.peg.95	fig|31899.10.peg.1788|SAMN05216182_1578	fig|394503.7.peg.2639
TAG9419	"fig|1094508.3.peg.2403,fig|1094508.3.peg.336"	-	fig|31899.10.peg.2870|SAMN05216182_2619	-
TAG9424	-	-	fig|31899.10.peg.2166|SAMN05216182_1946	-
TAG9435	fig|1094508.3.peg.1772	fig|203119.11.peg.985	fig|31899.10.peg.1635|SAMN05216182_1431	fig|394503.7.peg.703
TAG9439	-	-	fig|31899.10.peg.1623|SAMN05216182_1418	-
TAG9442	-	-	fig|31899.10.peg.1607|SAMN05216182_1404	-
TAG9467	-	-	fig|31899.10.peg.1353|SAMN05216182_1165	-
TAG9476	fig|1094508.3.peg.154	-	fig|31899.10.peg.1315|SAMN05216182_1127	fig|394503.7.peg.146
TAG9478	"fig|1094508.3.peg.1191,fig|1094508.3.peg.61"	fig|203119.11.peg.3086	"fig|31899.10.peg.1306|SAMN05216182_1118,fig|31899.10.peg.1970|SAMN05216182_1756"	"fig|394503.7.peg.1328,fig|394503.7.peg.399"
TAG9479	-	-	fig|31899.10.peg.1135	-
TAG9482	-	fig|203119.11.peg.369	-	-
TAG9483	-	-	fig|31899.10.peg.1503|SAMN05216182_1300	-
TAG9517	-	-	fig|31899.10.peg.3129|SAMN05216182_2854	-
TAG9519	fig|1094508.3.peg.263	"fig|203119.11.peg.2597,fig|203119.11.peg.2878"	fig|31899.10.peg.2606|SAMN05216182_2371	-
TAG9562	fig|1094508.3.peg.2367	fig|203119.11.peg.1509	fig|31899.10.peg.1212|SAMN05216182_1027	-
TAG9563	-	-	fig|31899.10.peg.1171|SAMN05216182_0983	-
TAG9564	-	-	fig|31899.10.peg.1170|SAMN05216182_0982	-
TAG9565	-	-	fig|31899.10.peg.1169|SAMN05216182_0981	-
TAG9593	"fig|1094508.3.peg.2350,fig|1094508.3.peg.2351,fig|1094508.3.peg.704"	fig|203119.11.peg.3324	"fig|31899.10.peg.1130|SAMN05216182_0946,fig|31899.10.peg.92|SAMN05216182_0024,fig|31899.10.peg.967|SAMN05216182_0798"	fig|394503.7.peg.3082
TAG9594	-	-	fig|31899.10.peg.961|SAMN05216182_0792	-
TAG9604	-	-	"fig|31899.10.peg.1665|SAMN05216182_1458,fig|31899.10.peg.898|SAMN05216182_0739"	-
TAG9612	-	-	fig|31899.10.peg.889|SAMN05216182_0732	-
TAG9624	-	fig|203119.11.peg.291	fig|31899.10.peg.880|SAMN05216182_0722	fig|394503.7.peg.2167
TAG9627	-	-	fig|31899.10.peg.870|SAMN05216182_0712	-
TAG9631	fig|1094508.3.peg.1248	fig|203119.11.peg.211	fig|31899.10.peg.2936|SAMN05216182_2683	-
TAG9662	fig|1094508.3.peg.927	-	fig|31899.10.peg.606|SAMN05216182_0463	-
TAG9672	-	-	fig|31899.10.peg.302|SAMN05216182_0189	-
TAG9690	fig|1094508.3.peg.399	fig|203119.11.peg.3423	-	-
TAG9707	-	-	fig|31899.10.peg.358|SAMN05216182_0232	-
TAG9708	fig|1094508.3.peg.795	-	fig|31899.10.peg.417|SAMN05216182_0288	fig|394503.7.peg.2178
TAG9716	-	-	fig|31899.10.peg.457|SAMN05216182_0327	-
TAG9717	-	-	fig|31899.10.peg.458|SAMN05216182_0328	-
TAG9742	-	-	fig|31899.10.peg.548|SAMN05216182_0407	-
TAG9775	fig|1094508.3.peg.2643	-	fig|31899.10.peg.172|SAMN05216182_0101	-
TAG9799	-	-	fig|31899.10.peg.2380|SAMN05216182_2163	-
TAG9847	-	-	fig|31899.10.peg.1178|SAMN05216182_0990	-
TAG9849	fig|1094508.3.peg.2363	-	-	fig|394503.7.peg.1065
TAG9853	-	-	fig|31899.10.peg.749|SAMN05216182_0592	-
TAG9855	fig|1094508.3.peg.2365	fig|203119.11.peg.676	fig|31899.10.peg.752|SAMN05216182_0595	-
TAG9863	-	-	-	fig|394503.7.peg.2428
TAG9882	fig|1094508.3.peg.1805	fig|203119.11.peg.492	-	fig|394503.7.peg.2108
TAG9883	-	-	fig|31899.10.peg.2722|SAMN05216182_2480	-
TAG9884	"fig|1094508.3.peg.1813,fig|1094508.3.peg.297,fig|1094508.3.peg.298"	"fig|203119.11.peg.2790,fig|203119.11.peg.2791,fig|203119.11.peg.501"	"fig|31899.10.peg.2719|SAMN05216182_2477,fig|31899.10.peg.2912|SAMN05216182_2659,fig|31899.10.peg.2913|SAMN05216182_2660"	"fig|394503.7.peg.2098,fig|394503.7.peg.3180,fig|394503.7.peg.3181"
TAG9889	-	fig|203119.11.peg.135	fig|31899.10.peg.2689|SAMN05216182_2447	fig|394503.7.peg.2347
TAG9898	-	-	fig|31899.10.peg.2674|SAMN05216182_2432	-
TAG9901	fig|1094508.3.peg.315	fig|203119.11.peg.2771	fig|31899.10.peg.2465|SAMN05216182_2248	-
TAG9904	-	-	fig|31899.10.peg.61	-
TAG9912	-	-	fig|31899.10.peg.233|SAMN05216182_0144	-
TAG9929	-	-	fig|31899.10.peg.1378|SAMN05216182_1187	-
TAG9931	-	-	fig|31899.10.peg.1370|SAMN05216182_1180	-
TAG9949	-	-	fig|31899.10.peg.1485|SAMN05216182_1283	-
TAG9950	-	-	fig|31899.10.peg.1491|SAMN05216182_1289	-
TAG9958	-	-	fig|31899.10.peg.288|SAMN05216182_0178	-
TAG9961	fig|1094508.3.peg.1875	-	fig|31899.10.peg.1624|SAMN05216182_1419	-
TAG9962	fig|1094508.3.peg.1876	-	fig|31899.10.peg.1625|SAMN05216182_1420	-
TAG9966	-	-	fig|31899.10.peg.1112	-
TAG9967	fig|1094508.3.peg.1679	fig|203119.11.peg.2703	fig|31899.10.peg.1672|SAMN05216182_1465	-
TAG9969	fig|1094508.3.peg.714	-	-	-
TAG9970	fig|1094508.3.peg.712	-	-	-
TAG9973	fig|1094508.3.peg.1675	fig|203119.11.peg.2692	fig|31899.10.peg.1686|SAMN05216182_1478	fig|394503.7.peg.1320
TAG9974	fig|1094508.3.peg.2227	fig|203119.11.peg.1293	fig|31899.10.peg.1690|SAMN05216182_1481	"fig|394503.7.peg.1351,fig|394503.7.peg.2694"
TAG9977	-	-	fig|31899.10.peg.1728|SAMN05216182_1518	-
TAG9988	-	-	fig|31899.10.peg.1846|SAMN05216182_1635	-
TAG9990	fig|1094508.3.peg.919	-	fig|31899.10.peg.1864|SAMN05216182_1652	fig|394503.7.peg.503
TAG10016	-	-	fig|31899.10.peg.446|SAMN05216182_0319	-
TAG10023	-	-	fig|31899.10.peg.2110|SAMN05216182_1891	-
TAG10032	-	-	fig|31899.10.peg.2142	-
TAG10037	-	-	fig|31899.10.peg.2159|SAMN05216182_1939	-
TAG10042	-	fig|203119.11.peg.2720	-	-
TAG10066	-	-	fig|31899.10.peg.2268|SAMN05216182_2056	-
TAG10071	fig|1094508.3.peg.2102	fig|203119.11.peg.3367	fig|31899.10.peg.2278|SAMN05216182_2066	fig|394503.7.peg.1495
TAG10073	-	-	fig|31899.10.peg.328|SAMN05216182_0201	fig|394503.7.peg.1302
TAG10076	-	-	fig|31899.10.peg.2351|SAMN05216182_2138	-
TAG10078	-	-	fig|31899.10.peg.2367|SAMN05216182_2151	-
TAG10079	-	-	fig|31899.10.peg.2368|SAMN05216182_2152	-
TAG10085	-	"fig|203119.11.peg.45,fig|203119.11.peg.786"	fig|31899.10.peg.2375|SAMN05216182_2159	fig|394503.7.peg.756
TAG10088	-	-	fig|31899.10.peg.2385|SAMN05216182_2171	-
TAG10089	-	-	fig|31899.10.peg.2390|SAMN05216182_2176	-
TAG10090	-	-	fig|31899.10.peg.705	-
TAG10109	-	fig|203119.11.peg.432	fig|31899.10.peg.345|SAMN05216182_0219	-
TAG10110	-	-	fig|31899.10.peg.2992|SAMN05216182_2733	-
TAG10136	-	-	fig|31899.10.peg.2567|SAMN05216182_2333	-
TAG10137	-	-	fig|31899.10.peg.3071|SAMN05216182_2801	-
TAG10142	-	-	fig|31899.10.peg.3082|SAMN05216182_2810	-
TAG10159	-	-	fig|31899.10.peg.3132|SAMN05216182_2857	-
TAG10160	-	-	fig|31899.10.peg.69|SAMN05216182_0003	-
TAG10161	-	-	fig|31899.10.peg.74|SAMN05216182_0008	-
TAG10162	-	-	fig|31899.10.peg.1508|SAMN05216182_1305	-
TAG10163	-	-	fig|31899.10.peg.1506|SAMN05216182_1303	-
TAG10165	-	-	fig|31899.10.peg.1505|SAMN05216182_1302	-
TAG10167	-	-	fig|31899.10.peg.1195|SAMN05216182_1005	-
TAG10176	-	-	fig|31899.10.peg.474|SAMN05216182_0344	-
TAG10189	fig|1094508.3.peg.1110	"fig|203119.11.peg.1180,fig|203119.11.peg.1990"	-	-
TAG10190	fig|1094508.3.peg.1111	"fig|203119.11.peg.1179,fig|203119.11.peg.1989"	-	-
TAG10191	fig|1094508.3.peg.1112	"fig|203119.11.peg.1178,fig|203119.11.peg.1988"	-	-
TAG10207	-	-	fig|31899.10.peg.2695|SAMN05216182_2453	-
TAG10208	-	-	fig|31899.10.peg.2705|SAMN05216182_2463	-
TAG10239	-	-	fig|31899.10.peg.2844|SAMN05216182_2597	-
TAG10242	-	-	fig|31899.10.peg.2867|SAMN05216182_2616	-
TAG10243	-	-	fig|31899.10.peg.2871|SAMN05216182_2620	-
TAG10260	-	-	fig|31899.10.peg.175|SAMN05216182_0104	-
TAG10264	-	-	fig|31899.10.peg.2940	-
TAG10270	-	fig|203119.11.peg.20	fig|31899.10.peg.76|SAMN05216182_0010	-
TAG10271	fig|1094508.3.peg.1515	fig|203119.11.peg.67	fig|31899.10.peg.79|SAMN05216182_0013	fig|394503.7.peg.3311
TAG10299	fig|1094508.3.peg.2387	-	-	-
TAG10312	-	-	fig|31899.10.peg.506|SAMN05216182_0376	-
TAG10321	-	fig|203119.11.peg.326	fig|31899.10.peg.555|SAMN05216182_0414	-
TAG10326	-	-	fig|31899.10.peg.550|SAMN05216182_0409	-
TAG10330	-	-	fig|31899.10.peg.558|SAMN05216182_0417	-
TAG10341	-	-	fig|31899.10.peg.2075|SAMN05216182_1862	-
TAG10347	-	-	fig|31899.10.peg.672|SAMN05216182_0524	-
TAG10383	-	-	fig|31899.10.peg.1859|SAMN05216182_1648	-
TAG10386	-	-	"fig|31899.10.peg.1666,fig|31899.10.peg.896"	-
TAG10389	-	-	fig|31899.10.peg.928|SAMN05216182_0759	-
TAG10398	fig|1094508.3.peg.716	-	"fig|31899.10.peg.1115|SAMN05216182_0935,fig|31899.10.peg.1653|SAMN05216182_1446"	-
TAG10400	-	-	fig|31899.10.peg.163|SAMN05216182_0094	-
TAG10402	-	-	fig|31899.10.peg.165|SAMN05216182_0096	-
TAG10414	-	-	fig|31899.10.peg.1116|SAMN05216182_0936	-
TAG10467	-	-	fig|31899.10.peg.2788|SAMN05216182_2543	-
TAG10500	-	-	fig|31899.10.peg.1470|SAMN05216182_1268	-
TAG10519	-	-	-	fig|394503.7.peg.2518
TAG10547	fig|1094508.3.peg.1255	-	fig|31899.10.peg.2309|SAMN05216182_2096	-
TAG10557	-	-	fig|31899.10.peg.2377|SAMN05216182_2161	-
TAG10575	-	-	fig|31899.10.peg.2464|SAMN05216182_2247	-
TAG10602	-	-	fig|31899.10.peg.2723|SAMN05216182_2481	-
TAG10610	-	-	fig|31899.10.peg.1093|SAMN05216182_0916	-
TAG10612	-	-	fig|31899.10.peg.702	-
TAG10617	-	-	fig|31899.10.peg.763|SAMN05216182_0606	-
TAG10619	-	-	fig|31899.10.peg.768|SAMN05216182_0611	-
TAG10640	-	-	fig|31899.10.peg.868|SAMN05216182_0709	-
TAG10690	-	-	fig|31899.10.peg.200|SAMN05216182_0122	-
TAG10708	-	-	fig|31899.10.peg.257|SAMN05216182_0158	-
TAG10723	-	-	fig|31899.10.peg.832	-
TAG10730	-	-	-	fig|394503.7.peg.451
TAG10732	-	fig|203119.11.peg.2920	fig|31899.10.peg.1204|SAMN05216182_1014	fig|394503.7.peg.845
TAG10748	-	-	fig|31899.10.peg.344|SAMN05216182_0218	-
TAG10755	-	-	fig|31899.10.peg.2496|SAMN05216182_2279	-
TAG10780	-	-	fig|31899.10.peg.1629|SAMN05216182_1424	-
TAG10835	-	-	fig|31899.10.peg.350|SAMN05216182_0224	-
TAG10851	-	-	fig|31899.10.peg.463|SAMN05216182_0333	-
TAG10869	-	-	fig|31899.10.peg.728|SAMN05216182_0571	-
TAG10873	-	-	"fig|31899.10.peg.526,fig|31899.10.peg.685"	-
TAG10876	-	-	fig|31899.10.peg.3101|SAMN05216182_2829	-
TAG10892	-	fig|203119.11.peg.1568	-	-
TAG10893	-	-	fig|31899.10.peg.742|SAMN05216182_0585	-
TAG10934	fig|1094508.3.peg.958	fig|203119.11.peg.2757	fig|31899.10.peg.975|SAMN05216182_0807	fig|394503.7.peg.143
TAG10990	-	-	fig|31899.10.peg.787	-
TAG11023	fig|1094508.3.peg.908	-	-	fig|394503.7.peg.1921
TAG11024	fig|1094508.3.peg.880	-	-	-
TAG11030	fig|1094508.3.peg.1574	-	-	-
TAG11041	fig|1094508.3.peg.2248	-	-	-
TAG11051	fig|1094508.3.peg.671	-	fig|31899.10.peg.2263|SAMN05216182_2051	-
TAG11057	fig|1094508.3.peg.2552	-	-	-
TAG11059	fig|1094508.3.peg.7	-	-	-
TAG11060	fig|1094508.3.peg.28	-	-	-
TAG11063	fig|1094508.3.peg.2290	-	-	-
TAG11064	fig|1094508.3.peg.2283	-	-	-
TAG11065	fig|1094508.3.peg.2292	-	-	-
TAG11066	fig|1094508.3.peg.1293	-	-	-
TAG11068	fig|1094508.3.peg.1226	-	-	-
TAG11069	fig|1094508.3.peg.1128	-	-	-
TAG11080	fig|1094508.3.peg.2325	-	-	-
TAG11089	fig|1094508.3.peg.430	-	-	-
TAG11096	fig|1094508.3.peg.2796	-	-	-
TAG11097	fig|1094508.3.peg.2831	-	-	-
TAG11098	fig|1094508.3.peg.2833	-	-	-
TAG11108	fig|1094508.3.peg.1102	-	-	-
TAG11113	-	fig|203119.11.peg.1001	-	-
TAG11114	-	fig|203119.11.peg.1003	-	fig|394503.7.peg.552
TAG11115	-	fig|203119.11.peg.1004	-	-
TAG11116	-	fig|203119.11.peg.1008	-	-
TAG11117	-	fig|203119.11.peg.1015	-	-
TAG11118	-	fig|203119.11.peg.1016	-	-
TAG11119	-	fig|203119.11.peg.1017	-	-
TAG11120	-	fig|203119.11.peg.1019	-	-
TAG11121	-	fig|203119.11.peg.1020	-	-
TAG11122	-	fig|203119.11.peg.1021	-	-
TAG11123	-	fig|203119.11.peg.1022	-	-
TAG11124	fig|1094508.3.peg.1590	fig|203119.11.peg.1025	fig|31899.10.peg.1236|SAMN05216182_1048	fig|394503.7.peg.500
TAG11125	-	fig|203119.11.peg.1030	-	-
TAG11126	-	fig|203119.11.peg.1037	-	-
TAG11127	-	fig|203119.11.peg.1042	-	-
TAG11128	fig|1094508.3.peg.1850	fig|203119.11.peg.1043	-	fig|394503.7.peg.474
TAG11129	fig|1094508.3.peg.1848	fig|203119.11.peg.1045	fig|31899.10.peg.1530|SAMN05216182_1328	fig|394503.7.peg.472
TAG11130	fig|1094508.3.peg.1846	fig|203119.11.peg.1047	fig|31899.10.peg.2318|SAMN05216182_2105	fig|394503.7.peg.470
TAG11131	fig|1094508.3.peg.1841	fig|203119.11.peg.1051	fig|31899.10.peg.2323|SAMN05216182_2110	fig|394503.7.peg.466
TAG11132	-	fig|203119.11.peg.1053	-	-
TAG11133	fig|1094508.3.peg.2140	fig|203119.11.peg.105	-	fig|394503.7.peg.2624
TAG11134	-	fig|203119.11.peg.1064	-	-
TAG11135	-	fig|203119.11.peg.1066	-	-
TAG11136	-	fig|203119.11.peg.1068	-	-
TAG11137	-	fig|203119.11.peg.1069	-	-
TAG11138	fig|1094508.3.peg.1617	fig|203119.11.peg.1075	"fig|31899.10.peg.1208|SAMN05216182_1018,fig|31899.10.peg.2740|SAMN05216182_2497"	fig|394503.7.peg.2189
TAG11139	-	fig|203119.11.peg.107	-	-
TAG11140	fig|1094508.3.peg.1768	fig|203119.11.peg.1081	fig|31899.10.peg.1987|SAMN05216182_1773	fig|394503.7.peg.2196
TAG11141	-	fig|203119.11.peg.1082	-	fig|394503.7.peg.3289
TAG11142	-	fig|203119.11.peg.1086	-	-
TAG11143	-	fig|203119.11.peg.1087	-	-
TAG11144	-	fig|203119.11.peg.1089	-	-
TAG11145	-	fig|203119.11.peg.108	-	-
TAG11146	-	fig|203119.11.peg.1090	-	-
TAG11147	"fig|1094508.3.peg.1067,fig|1094508.3.peg.2093,fig|1094508.3.peg.917"	"fig|203119.11.peg.1091,fig|203119.11.peg.1798,fig|203119.11.peg.1904"	"fig|31899.10.peg.1545|SAMN05216182_1343,fig|31899.10.peg.850|SAMN05216182_0691"	"fig|394503.7.peg.2975,fig|394503.7.peg.3027,fig|394503.7.peg.769"
TAG11148	-	fig|203119.11.peg.1092	-	-
TAG11149	fig|1094508.3.peg.2095	fig|203119.11.peg.1093	fig|31899.10.peg.2301|SAMN05216182_2089	fig|394503.7.peg.2036
TAG11150	-	fig|203119.11.peg.1097	-	-
TAG11151	-	fig|203119.11.peg.1098	-	-
TAG11152	-	fig|203119.11.peg.1099	-	-
TAG11153	-	fig|203119.11.peg.10	-	-
TAG11154	-	fig|203119.11.peg.1100	-	-
TAG11155	-	fig|203119.11.peg.1101	-	-
TAG11156	-	fig|203119.11.peg.1103	-	-
TAG11157	fig|1094508.3.peg.1872	fig|203119.11.peg.1105	-	-
TAG11158	-	fig|203119.11.peg.1106	-	-
TAG11159	-	fig|203119.11.peg.1112	-	fig|394503.7.peg.1761
TAG11160	-	fig|203119.11.peg.1113	-	-
TAG11161	-	fig|203119.11.peg.1114	-	-
TAG11162	-	fig|203119.11.peg.1116	-	-
TAG11163	-	fig|203119.11.peg.1122	-	-
TAG11164	-	fig|203119.11.peg.1124	-	-
TAG11165	-	fig|203119.11.peg.1135	-	-
TAG11166	-	fig|203119.11.peg.1136	-	-
TAG11167	-	fig|203119.11.peg.1139	-	-
TAG11168	-	fig|203119.11.peg.1140	-	-
TAG11169	-	fig|203119.11.peg.1141	-	-
TAG11170	-	fig|203119.11.peg.1142	-	-
TAG11171	-	fig|203119.11.peg.1143	-	-
TAG11172	-	fig|203119.11.peg.1144	-	-
TAG11173	-	fig|203119.11.peg.1146	-	-
TAG11174	-	fig|203119.11.peg.1147	-	-
TAG11175	-	fig|203119.11.peg.1155	-	-
TAG11176	-	fig|203119.11.peg.1157	-	-
TAG11177	-	fig|203119.11.peg.1158	-	-
TAG11178	-	fig|203119.11.peg.1159	-	-
TAG11179	-	fig|203119.11.peg.1160	-	-
TAG11180	-	fig|203119.11.peg.1161	-	-
TAG11181	-	fig|203119.11.peg.1162	-	-
TAG11182	-	fig|203119.11.peg.1163	-	-
