rxn_id	in_Cbes_model_through_keggPsammoate	Cbes_gene_kegg	in_Cnes_model_through_CcePsammotate	Cbes_genes_cce	Cce_rxn	in_Cbes_model_through_CthPssammotate	Cbes_genes_cth	Cth_rxn	in_Cbes_model_through_TsacPsammotate	Cbes_genes_tsac	Tsac_rxn	Gene_string	Count	None
R01787	False	None	True	peg.841	SBTR	False	None	None	False	None	None	peg.841	peg.841:1.0	Fructose and mannose metabolism,Metabolic pathways
R07237	True	peg.1685	False	None	None	False	None	None	False	None	None	peg.1685	peg.1685:1.0	None
TRPt2r	False	None	False	None	None	False	None	TRPt2r	False	None	None	None	None	None
R03457	True	peg.1969	True	peg.1969	IGPDH	True	peg.1969	IGPDH	True	peg.1969	IGPDH	peg.1969	peg.1969:1.0	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
RIBFLVt6	False	None	False	None	RIBFLVt6	False	None	None	False	None	None	None	None	None
R08163	False	None	False	-	FA180ACPH	False	None	None	False	None	None	None	None	Fatty acid biosynthesis
R02619	True	peg.1610	False	None	None	False	None	None	False	None	None	peg.1610	peg.1610:1.0	Cysteine and methionine metabolism,Metabolic pathways
R01248	True	peg.1827	False	None	None	True	peg.1827	PRO1x_r	True	peg.1827	P5CRx,PRO1x	peg.1827	peg.1827:1.0	Arginine and proline metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R00351	False	None	False	-	CS	False	-	CS	True	(peg.936 or peg.938)	CS	peg.938 or peg.936	peg.938:1.0 , peg.936:1.0	Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R02985	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Cyanoamino acid metabolism,Biosynthesis of secondary metabolites
R00353	False	None	False	None	None	False	None	ACCOAC	False	None	None	None	None	Propanoate metabolism
biomass_target	False	None	False	None	None	False	None	None	False	None	biomass_target	None	None	None
BIOMASS	False	None	False	None	BIOMASS	False	None	None	False	None	None	None	None	None
R03458	True	peg.996	True	peg.996	APRAUR	True	peg.996	APRAUR	True	peg.996	APRAUR	peg.996	peg.996:1.0	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R03459	True	peg.996	True	peg.996	DHPPDA2	True	peg.996	DHPPDA	True	peg.996	DHPPDA	peg.996	peg.996:1.0	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R03321	True	peg.1059	False	None	None	False	None	R7	False	None	None	peg.1059	peg.1059:1.0	Glycolysis / Gluconeogenesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R02298	True	peg.2286	False	None	None	False	None	None	False	None	None	peg.2286	peg.2286:1.0	None
cellotettx	False	None	False	None	None	False	- and (peg.2831 or peg.486 or peg.490)	cellotettx	False	None	None	peg.2831 or peg.490 or peg.486	peg.490:1.0 , peg.486:1.0 , peg.2831:1.0	None
GLCabc	False	None	True	(peg.2831 or peg.486 or peg.490) or peg.1053 or (peg.1029 or peg.1054 or peg.125 or peg.1310 or peg.2577 or peg.2600 or peg.2629 or peg.2643 or peg.2906 or peg.2955 or peg.469 or peg.572 or peg.815 or peg.90) or (peg.2832 or peg.492)	GLCabc	False	None	None	False	None	None	peg.1053 or peg.125 or peg.2832 or peg.1310 or peg.1054 or peg.2577 or peg.2831 or peg.90 or peg.2955 or peg.2600 or peg.486 or peg.469 or peg.572 or peg.492 or peg.490 or peg.2643 or peg.2629 or peg.1029 or peg.2906 or peg.815	peg.90:1.0 , peg.815:1.0 , peg.572:1.0 , peg.492:1.0 , peg.490:1.0 , peg.486:1.0 , peg.469:1.0 , peg.2955:1.0 , peg.2906:1.0 , peg.2832:1.0 , peg.2831:1.0 , peg.2643:1.0 , peg.2629:1.0 , peg.2600:1.0 , peg.2577:1.0 , peg.1310:1.0 , peg.125:1.0 , peg.1054:1.0 , peg.1053:1.0 , peg.1029:1.0	None
R00923	False	None	True	peg.1806	MMCD	True	peg.1804 and peg.1806 and peg.1807	MMCD	True	peg.1806	MMCD	peg.1804 or peg.1807 or peg.1806	peg.1806:1.0 , peg.1807:0.33 , peg.1804:0.33	Propanoate metabolism
R00921	True	peg.1987	True	peg.1987	PTA2r	True	peg.1987	PTA2	True	peg.1987	PTA2	peg.1987	peg.1987:1.0	Propanoate metabolism,Metabolic pathways
UGT2_CT	False	None	False	None	None	False	None	UGT2_CT	False	None	UGT2_CT	None	None	None
R02237	False	-	True	peg.1983	DHFS	True	peg.1983	DHFS	True	peg.1983	DHFS	peg.1983	peg.1983:1.0	Folate biosynthesis,Metabolic pathways
R02236	False	None	False	-	DHFOR2	False	None	None	False	None	None	None	None	One carbon pool by folate,Folate biosynthesis,Metabolic pathways
R05223	False	None	False	None	None	False	-	ADOCBLS	False	-	ADOCBLS	None	None	Porphyrin and chlorophyll metabolism,Metabolic pathways
R05222	False	None	False	None	None	False	-	ACBIPGT	False	-	ACBIPGT	None	None	Porphyrin and chlorophyll metabolism,Metabolic pathways
R05221	False	None	False	None	None	False	-	ADOCBIK	False	-	ADOCBIK	None	None	Porphyrin and chlorophyll metabolism,Metabolic pathways
R10650	True	peg.1769	False	None	None	False	None	None	False	None	None	peg.1769	peg.1769:1.0	None
R04724	False	None	True	(peg.1586 or peg.1594 or peg.1962) or -	EAR120x	False	None	None	False	None	None	peg.1962 or peg.1586 or peg.1594	peg.1962:1.0 , peg.1594:1.0 , peg.1586:1.0	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
R04726	True	peg.1641	True	peg.1641 or - or - or peg.1637 or peg.1637 or - or - or - or (peg.1586 or peg.1594 or peg.1962) or -	3OAS140	False	None	None	False	None	None	peg.1962 or peg.1586 or peg.1641 or peg.1594 or peg.1637	peg.1641:1.0 , peg.1962:0.5 , peg.1637:0.5 , peg.1594:0.5 , peg.1586:0.5	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
ADK2	False	None	True	peg.2234	ADK2	False	None	None	False	None	None	peg.2234	peg.2234:1.0	None
R07641	True	peg.1868 or peg.2035 or peg.2036	False	None	None	False	None	None	False	None	None	peg.2036 or peg.2035 or peg.1868	peg.2036:1.0 , peg.2035:1.0 , peg.1868:1.0	None
R07640	True	peg.2739	False	None	None	False	None	None	False	None	None	peg.2739	peg.2739:1.0	None
R07133	True	peg.1152	False	None	None	False	None	None	False	None	None	peg.1152	peg.1152:1.0	None
R08612	True	peg.2375 or peg.2379	False	None	None	False	None	None	False	None	None	peg.2379 or peg.2375	peg.2379:1.0 , peg.2375:1.0	None
GLCpts	False	None	False	None	None	False	None	None	False	None	GLCpts	None	None	None
cellulase3	False	None	False	None	None	False	(- or - or - or - or - or - or - or peg.2375 or -) and (- or - or - or -)	cellulase3	False	None	None	peg.2375	peg.2375:1.0	None
R03355	False	- or -	False	None	None	False	None	None	False	None	None	None	None	Sphingolipid metabolism,Metabolic pathways
UGT_CT	False	None	False	None	None	False	None	UGT_CT	False	None	UGT_CT	None	None	None
R05197	False	-	False	None	None	False	None	None	False	None	None	None	None	None
R03634	True	peg.888 or peg.1585	True	peg.1585 or peg.1585 or -	GALS4	False	None	None	False	None	None	peg.1585 or peg.888	peg.1585:1.0 , peg.888:0.5	Galactose metabolism
cellulase5	False	None	False	None	None	False	(- or - or - or - or - or - or - or peg.2375 or -) and (- or - or - or -)	cellulase5	False	None	None	peg.2375	peg.2375:1.0	None
R05630	True	peg.1234	True	peg.1234	PAPPT3	True	peg.1234	PAPPT3	False	None	None	peg.1234	peg.1234:1.0	Peptidoglycan biosynthesis
R09593	True	peg.958	False	None	None	False	None	None	False	None	None	peg.958	peg.958:1.0	None
R01251	True	peg.1827	True	peg.1827	P5CR	True	peg.1827	P5CR	True	peg.1827	P5CR	peg.1827	peg.1827:1.0	Arginine and proline metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R05634	True	peg.2033	False	None	None	True	peg.2033	CDPMEK	True	peg.2033	CDPMEK	peg.2033	peg.2033:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R05635	True	peg.1520	False	None	None	False	None	None	False	None	None	peg.1520	peg.1520:1.0	None
R05636	True	peg.1776	False	None	None	True	peg.1776	DXPS	True	peg.1776	DXPS	peg.1776	peg.1776:1.0	Thiamine metabolism,Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R05637	True	peg.1621	False	None	None	True	peg.1621	MECDPS	True	peg.1621	MECDPS	peg.1621	peg.1621:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
DHDPRx	False	None	True	peg.1616 or peg.1616	DHDPRx	False	None	None	False	None	None	peg.1616	peg.1616:1.0	None
DHDPRy	False	None	True	peg.1616 or peg.1616	DHDPRy	True	peg.1616 or peg.1616	DHDPRy	False	None	None	peg.1616	peg.1616:1.0	None
R01856	True	peg.1165	True	peg.1165	NTPTP1	False	None	None	False	None	None	peg.1165	peg.1165:1.0	Purine metabolism
R01857	False	None	False	None	None	False	-	NDPK5	False	-	NDPK5	None	None	Purine metabolism,Metabolic pathways
KAS9	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS9	True	peg.1641	KAS9	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:0.5 , peg.1639:0.5 , peg.1638:0.5 , peg.1637:0.5 , peg.1636:0.5 , peg.1635:0.5	None
KAS8	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS8	True	peg.1641	KAS8	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:0.5 , peg.1639:0.5 , peg.1638:0.5 , peg.1637:0.5 , peg.1636:0.5 , peg.1635:0.5	None
R02777	True	peg.440	False	None	None	False	None	None	False	None	None	peg.440	peg.440:1.0	Streptomycin biosynthesis,Polyketide sugar unit biosynthesis,Biosynthesis of antibiotics
KAS5	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS5	True	peg.1641	KAS5	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:0.5 , peg.1639:0.5 , peg.1638:0.5 , peg.1637:0.5 , peg.1636:0.5 , peg.1635:0.5	None
R02297	True	peg.2283	False	-	PUNP7	True	(peg.1850 or peg.2283 or peg.2293) or -	PUNP7	False	-	PUNP7	peg.2283 or peg.1850 or peg.2293	peg.2283:1.0 , peg.2293:0.5 , peg.1850:0.5	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
KAS7	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS7	True	peg.1641	KAS7	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:0.5 , peg.1639:0.5 , peg.1638:0.5 , peg.1637:0.5 , peg.1636:0.5 , peg.1635:0.5	None
KAS6	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS6	True	peg.1641	KAS6	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:0.5 , peg.1639:0.5 , peg.1638:0.5 , peg.1637:0.5 , peg.1636:0.5 , peg.1635:0.5	None
R01858	True	peg.1753	True	peg.1753	PYK6	False	None	None	False	None	None	peg.1753	peg.1753:1.0	Purine metabolism,Metabolic pathways
R01859	False	None	True	peg.1804	PPCOAC	False	None	None	True	peg.1804	PPCOAC	peg.1804	peg.1804:1.0	Valine, leucine and isoleucine degradation,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R01993	True	peg.1866	True	peg.1866	DHORTS	True	peg.1866	DHORTS	True	peg.1866	DHORTS	peg.1866	peg.1866:1.0	Pyrimidine metabolism,Metabolic pathways
R00502	False	None	False	-	GALT	False	None	None	False	None	None	None	None	Galactose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R02124	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Retinol metabolism,Metabolic pathways
R02023	False	None	True	peg.979	RNTR4	False	None	None	False	None	None	peg.979	peg.979:1.0	Pyrimidine metabolism
R04805	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	None
PIt2r	False	None	False	None	None	False	None	PIt2r	False	None	None	None	None	None
KAS180iso	False	None	False	None	None	False	None	None	False	None	KAS180iso	None	None	None
IOR2	False	None	False	None	None	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR2	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR2	peg.1337 or peg.1579 or peg.1998 or peg.1489	peg.1998:1.0 , peg.1579:1.0 , peg.1489:1.0 , peg.1337:1.0	None
IOR3	False	None	False	None	None	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR3	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR3	peg.1337 or peg.1579 or peg.1998 or peg.1489	peg.1998:1.0 , peg.1579:1.0 , peg.1489:1.0 , peg.1337:1.0	None
R09735	True	peg.1288 or peg.1287	False	None	None	False	None	None	False	None	None	peg.1288 or peg.1287	peg.1288:1.0 , peg.1287:1.0	Folate biosynthesis,Metabolic pathways
R02886	False	None	False	None	None	False	(- or - or - or - or - or - or - or peg.2375 or -) and (- or - or - or -)	cellulase2	False	None	None	peg.2375	peg.2375:1.0	Starch and sucrose metabolism,Metabolic pathways
R00513	True	peg.962	False	None	None	True	peg.962	CYTDK1	True	peg.962	CYTDK1	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
H2Ot5	False	None	False	None	H2Ot5	False	None	None	False	None	None	None	None	None
R02887	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Starch and sucrose metabolism,Metabolic pathways
TECA4S_CT	False	None	False	None	None	False	None	TECA4S_CT	False	None	TECA4S_CT	None	None	None
R06096	True	peg.888 or peg.1585	False	None	None	False	None	None	False	None	None	peg.1585 or peg.888	peg.888:1.0 , peg.1585:1.0	None
R07180	True	peg.401	False	None	None	False	None	None	False	None	None	peg.401	peg.401:1.0	None
R07181	True	peg.1785 or peg.1783 or peg.1786 or peg.1787	False	None	None	False	-	NADPOX	False	None	None	peg.1786 or peg.1787 or peg.1785 or peg.1783	peg.1787:1.0 , peg.1786:1.0 , peg.1785:1.0 , peg.1783:1.0	None
R03024	True	peg.359	False	None	None	False	None	None	False	None	None	peg.359	peg.359:1.0	Aminobenzoate degradation,Microbial metabolism in diverse environments
R03020	True	peg.2194	False	None	None	False	None	None	False	None	None	peg.2194	peg.2194:1.0	None
R10092	False	None	False	-	HCO3E	False	None	H2CO3D	False	None	None	None	None	Nitrogen metabolism
R03646	True	peg.2582	True	peg.2582	ARGTRS	True	peg.2582	ARGTRS	True	peg.2582	ARGTRS	peg.2582	peg.2582:1.0	Aminoacyl-tRNA biosynthesis
R03180	False	None	False	None	None	False	None	None	True	peg.1219	AMID	peg.1219	peg.1219:1.0	Arginine and proline metabolism
R06186	True	peg.990	False	None	None	False	None	None	False	None	None	peg.990	peg.990:1.0	None
R03182	True	peg.78	False	None	None	True	peg.78	DBTSr	False	-	DBTSr	peg.78	peg.78:1.0	Biotin metabolism,Metabolic pathways
R02735	True	peg.2670	False	None	None	True	peg.2670	DAPE	True	peg.2670	DAPE	peg.2670	peg.2670:1.0	Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
R00286	False	None	False	None	None	True	peg.2330	UDPGDr	False	None	None	peg.2330	peg.2330:1.0	Pentose and glucuronate interconversions,Ascorbate and aldarate metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R08601	True	peg.328	False	None	None	False	None	None	False	None	None	peg.328	peg.328:1.0	None
R08060	True	peg.678	False	None	None	False	None	None	False	None	None	peg.678	peg.678:1.0	Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism
DAPDH	False	None	False	-	DAPDH	False	-	DAPDH	False	None	None	None	None	None
R01920	True	peg.1802	False	None	None	True	peg.1802	SPMS	True	peg.1802	SPMS	peg.1802	peg.1802:1.0	Cysteine and methionine metabolism,Arginine and proline metabolism,Glutathione metabolism,Metabolic pathways
R00438	True	peg.1538	False	None	None	False	None	None	False	None	None	peg.1538	peg.1538:1.0	Pyrimidine metabolism
FRUpts	False	None	False	None	None	False	None	FRUpts	False	None	None	None	None	None
R02454	True	peg.1315	True	peg.1315	MANAO	False	None	None	False	None	None	peg.1315	peg.1315:1.0	Pentose and glucuronate interconversions,Metabolic pathways
R00431	True	peg.808	True	peg.808	PPCKG	False	None	PEPCKr	False	-	PEPCK	peg.808	peg.808:1.0	Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Pyruvate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
ARBabc	False	None	True	(peg.2831 or peg.486 or peg.490) or peg.1053	ARBabc	True	((peg.1876 or peg.2292 or peg.2747 or peg.2833 or peg.491 or peg.676) and peg.2291 and peg.2290) or ((peg.1876 or peg.2292 or peg.2747 or peg.2833 or peg.491 or peg.676) and (peg.2832 or peg.492) and (peg.2831 or peg.486 or peg.490))	ARBabc	True	(peg.2292 or peg.2833 or peg.491)	ARBabc	peg.676 or peg.1053 or peg.2832 or peg.2831 or peg.2833 or peg.491 or peg.2747 or peg.486 or peg.1876 or peg.2291 or peg.2290 or peg.490 or peg.2292 or peg.492	peg.491:0.67 , peg.490:0.67 , peg.486:0.67 , peg.2833:0.67 , peg.2831:0.67 , peg.2292:0.67 , peg.676:0.33 , peg.492:0.33 , peg.2832:0.33 , peg.2747:0.33 , peg.2291:0.33 , peg.2290:0.33 , peg.1876:0.33 , peg.1053:0.33	None
R10147	True	peg.1617	False	None	None	False	None	None	False	None	None	peg.1617	peg.1617:1.0	Monobactam biosynthesis,Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
R00435	True	peg.2226 or peg.1263 or peg.1517 or peg.1264	False	None	None	False	None	None	False	None	None	peg.1517 or peg.1264 or peg.2226 or peg.1263	peg.2226:1.0 , peg.1517:1.0 , peg.1264:1.0 , peg.1263:1.0	Purine metabolism,Metabolic pathways
R00434	False	None	False	-	ADNCYC2 	False	None	None	False	None	None	None	None	Purine metabolism
R00437	True	peg.1538	False	None	None	False	None	None	False	None	None	peg.1538	peg.1538:1.0	Purine metabolism
R00436	True	peg.2739	False	None	None	False	None	None	False	None	None	peg.2739	peg.2739:1.0	None
R01678	False	- or -	True	peg.2950 or peg.2445 or peg.2950 or peg.1317	LACZ	False	None	None	False	None	None	peg.2950 or peg.1317 or peg.2445	peg.2950:1.0 , peg.2445:1.0 , peg.1317:1.0	Galactose metabolism,Metabolic pathways
CYTK3	False	None	False	None	None	False	None	None	True	peg.1813	CYTK3	peg.1813	peg.1813:1.0	None
CYTK4	False	None	False	None	None	False	None	None	True	peg.1813	CYTK4	peg.1813	peg.1813:1.0	None
FACOAL161	False	None	False	None	None	False	-	FACOAL161	True	peg.1248	FACOAL161	peg.1248	peg.1248:1.0	None
FORt2	False	None	False	None	FORt2	False	None	None	False	None	None	None	None	None
FORt3	False	None	False	None	None	False	None	FORt3	False	None	None	None	None	None
NTP2	False	None	False	None	None	True	peg.1298	NTP2	True	peg.1298	NTP2	peg.1298	peg.1298:1.0	None
CYTK9	False	None	False	None	None	False	None	None	True	peg.1813	CYTK9	peg.1813	peg.1813:1.0	None
NTP6	False	None	False	None	None	True	peg.1298	NTP6	True	peg.1298	NTP6	peg.1298	peg.1298:1.0	None
R02334	False	None	False	None	None	False	- and - and -	CHTNASE1	False	None	None	None	None	Amino sugar and nucleotide sugar metabolism,Metabolic pathways
NTP4	False	None	False	None	None	True	peg.1298	NTP4	True	peg.1298	NTP4	peg.1298	peg.1298:1.0	None
R02340	True	peg.411 or peg.2199 or peg.2200	False	- and (peg.2200 or peg.411) and (peg.2200 or peg.411) and peg.2199	TRPS3	True	peg.2199 and ((peg.2200 or peg.411) or (peg.2200 or peg.411))	TRPS3	True	(peg.2200 or peg.411)	TRPS3	peg.2200 or peg.2199 or peg.411	peg.411:1.0 , peg.2200:1.0 , peg.2199:0.75	Phenylalanine, tyrosine and tryptophan biosynthesis,Benzoxazinoid biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites
R07459	True	peg.784	False	None	None	False	None	None	False	None	None	peg.784	peg.784:1.0	Thiamine metabolism,Metabolic pathways
R09030	True	peg.1073	False	None	None	False	None	None	False	None	None	peg.1073	peg.1073:1.0	Fructose and mannose metabolism,Microbial metabolism in diverse environments
R10247	True	peg.782	False	None	None	False	None	None	False	None	None	peg.782	peg.782:1.0	Thiamine metabolism,Metabolic pathways
R10246	True	peg.565 or peg.783	False	None	None	False	None	None	False	None	None	peg.783 or peg.565	peg.783:1.0 , peg.565:1.0	Thiamine metabolism,Metabolic pathways
R06513	True	peg.436	True	(peg.1410 or peg.1631 or peg.436) or -	TDPGDH	True	(peg.1410 or peg.1631 or peg.436)	TDPGDH	True	(peg.1410 or peg.1631 or peg.436)	TDPGDH	peg.436 or peg.1631 or peg.1410	peg.436:1.0 , peg.1631:0.75 , peg.1410:0.75	Streptomycin biosynthesis,Polyketide sugar unit biosynthesis,Acarbose and validamycin biosynthesis,Biosynthesis of vancomycin group antibiotics,Biosynthesis of antibiotics
R06514	True	peg.435	False	None	None	False	- or -	TDPDRE	False	None	None	peg.435	peg.435:1.0	Streptomycin biosynthesis,Polyketide sugar unit biosynthesis,Biosynthesis of antibiotics
R01104	True	peg.888 or peg.1585	True	peg.1585 or peg.1585 or -	GGLGH	False	None	None	False	None	None	peg.1585 or peg.888	peg.1585:1.0 , peg.888:0.5	Galactose metabolism
URAt2	False	None	False	None	None	False	None	URAt2	False	None	None	None	None	None
R00078	True	peg.2258	False	None	None	False	None	None	False	None	None	peg.2258	peg.2258:1.0	Porphyrin and chlorophyll metabolism
R11485	True	peg.1086	False	None	None	False	None	None	False	None	None	peg.1086	peg.1086:1.0	None
R01512	True	peg.1899	True	peg.1899	PGK	False	-	PGK	False	-	PGK	peg.1899	peg.1899:1.0	Glycolysis / Gluconeogenesis,Carbon fixation in photosynthetic organisms,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R02585	True	peg.1557	False	None	None	False	None	None	False	None	None	peg.1557	peg.1557:1.0	None
R00177	True	peg.1139	True	peg.1139 or -	METAT	True	peg.1139	METAT	True	peg.1139	METAT	peg.1139	peg.1139:1.0	Cysteine and methionine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R00178	True	peg.2677	True	peg.2677	ADMDC	True	peg.2677	ADMDCr	True	peg.2677	ADMDCr	peg.2677	peg.2677:1.0	Cysteine and methionine metabolism,Arginine and proline metabolism,Metabolic pathways
R03291	True	peg.1827	True	peg.1827	HPROa	False	None	None	False	None	None	peg.1827	peg.1827:1.0	Arginine and proline metabolism,Metabolic pathways
R05553	False	None	False	None	None	False	None	ADCL	True	(peg.2205 or peg.2779)	ADCL	peg.2779 or peg.2205	peg.2779:1.0 , peg.2205:1.0	Folate biosynthesis
R05552	False	None	False	None	None	True	(peg.2204 or peg.2780) or (peg.2205 or peg.2779)	PABB	True	(peg.2205 or peg.2779)	PABB	peg.2205 or peg.2779 or peg.2204 or peg.2780	peg.2779:1.0 , peg.2205:1.0 , peg.2780:0.5 , peg.2204:0.5	None
R00036	True	peg.1686	False	None	None	True	peg.1686	PPBNGS	True	peg.1686	PPBNGS	peg.1686	peg.1686:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments
ACt6	False	None	False	None	ACt6	False	None	None	False	None	ACt6	None	None	None
R02739	True	peg.1059	False	-	G6PI	False	None	R19	False	None	None	peg.1059	peg.1059:1.0	Glycolysis / Gluconeogenesis,Pentose phosphate pathway,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R07767	True	peg.1155	False	None	None	False	None	None	False	None	None	peg.1155	peg.1155:1.0	Lipoic acid metabolism,Metabolic pathways
R00724	True	peg.1753	False	None	None	False	None	None	False	None	None	peg.1753	peg.1753:1.0	None
KARA2	False	None	True	peg.935	KARA2	True	peg.935	KARA2	True	peg.935	KARA2	peg.935	peg.935:1.0	None
EXCH_coa_c	False	None	False	None	None	False	None	None	False	None	EXCH_coa_c	None	None	None
R11307	True	peg.2380 or peg.2376 or peg.633 or peg.1027	False	None	None	False	None	None	False	None	None	peg.633 or peg.1027 or peg.2380 or peg.2376	peg.633:1.0 , peg.2380:1.0 , peg.2376:1.0 , peg.1027:1.0	Starch and sucrose metabolism,Metabolic pathways
R01100	False	- or -	False	None	None	False	None	LACZ	True	peg.878	LACZ	peg.878	peg.878:1.0	None
R04972	True	peg.1308	False	None	None	False	None	None	False	None	None	peg.1308	peg.1308:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
